,Date,level_0,index,Close,SP Daily Return,SP Trailing 4 Weeks Return,SP Trailing 1 Week Return,Cumulative Returns,CPIUS,MoM,YoY,RollingMean12,m2,m2_growth,MoMGrowthChange,meanvalue_x,OneYearYield,TenYield,spread,unemp_rate,unemp_growth,meanvalue_y,T10Y2Y,Inverted12months,Shiller_P/E,ConsumerConfidence,MoMConsumerConf,RollingConsConf,InflationExp,MoMInflationExp,RollingExpInfl,adjusted_value,composite_confidence_growth_yoy,MoMConfidence,RollingComp,real_yield,detrendedm2,mom2diff,maxtight,TenYieldNorm,detrendedyield,detrendedshiller,ShillerOver,CPIDetrend,CPIDeviation,CPIGoalDev,CPIDev,CPIOver,Drawdown% 2,Drawdown% 7,Drawdown% 66,Drawdown% 132,Drawdown% 252,Forward Return,positive_ret,Forward lag_1,Forward lag_2,Forward lag_3,Forward lag_4,Forward lag_5,Forward lag_6,Forward lag_7,Forward lag_8,Forward lag_9,Forward lag_10,Combined Economy Score
0,1983-04-22,863.0,13858.0,160.4199981689453,0.002311747017385901,0.062325761060697316,0.027146679044480093,8.083805184315997,293.4,0.0006821282401090478,0.03638290356764373,0.05182149232115335,2066.1,0.10842274678111585,-0.008890433584807678,2048.142424242424,8.149999618530273,10.420000076293945,2.270000457763672,10.3,-0.009615384615384581,10.3,0.84,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.781709719529572,2467.0057848067922,0.030528871162229798,0.2519763062817454,70.14880581629217,7.2539852619526,-6.645608675485468,0.0,-0.0001379759698318314,0.0001366632685765133,0.020137975969831832,0.05073240443015381,0.05073240443015381,0.0,-0.6409051933715086,-2.5387353995441257,,,0.018763212449771416,1.0,0.013058396113961201,0.00796464890687143,0.028731632321172595,0.02485289272681901,0.02929130013533454,0.042942124681256244,0.04771318188228868,0.058657418560061014,0.0696789841505896,0.08478894954247584,18.75503148239278
1,1983-04-29,867.0,13862.0,162.9499969482422,0.009353285951441803,0.0631544020574697,0.010642274256807305,8.22706672458535,293.4,0.0006821282401090478,0.03638290356764373,0.05182149232115335,2066.1,0.10842274678111585,-0.008890433584807678,2048.142424242424,8.100000381469727,10.3100004196167,2.2100000381469727,10.3,-0.009615384615384581,10.3,0.89,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.671710062852326,2460.644868605911,0.030528871162229798,0.261857767013027,70.05933689083818,7.187276349844026,-6.651755099923472,0.0,-0.00013797596983182447,0.00013666326857650636,0.020137975969831825,0.05073240443015381,0.05073240443015381,0.0,-1.1660074813483656,-2.503836702955336,,,0.0250247350411128,1.0,0.0250247350411128,0.02719244312255875,0.04237765777344071,0.018763212449771416,0.013058396113961201,0.00796464890687143,0.028731632321172595,0.02485289272681901,0.02929130013533454,0.042942124681256244,18.86774831110214
2,1983-05-06,873.0,13868.0,166.10000610351562,0.011078690879854802,0.08765893857054086,0.01526482453476774,8.405436440468161,293.4,0.0006821282401090478,0.03638290356764373,0.05182149232115335,2066.1,0.10842274678111585,-0.008890433584807678,2048.142424242424,7.980000019073486,10.130000114440918,2.1500000953674316,10.2,-0.009708737864077777,10.2,0.96,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.491709757676545,2451.1034943045897,0.013434750005312246,0.26482216753777404,69.90840094069877,7.070480419722735,-6.660974736580483,0.0,-0.00013797596983181754,0.00013666326857649942,0.020137975969831818,0.05073240443015381,0.05073240443015381,0.0,-1.396744118109086,-2.4563526075441433,,,0.0033479611385724972,1.0,0.006796893190530673,0.010102250995712936,0.0027142214530231357,-0.01240645488658021,0.00926670631423554,0.0250247350411128,0.0250247350411128,0.02719244312255875,0.04237765777344071,0.018763212449771416,17.767849893674175
3,1983-05-13,878.0,13873.0,164.91000366210938,0.004018287136130061,0.04771318188228868,0.011765453401477055,8.338052383181171,293.4,0.0006821282401090478,0.03638290356764373,0.05182149232115335,2071.7,0.10196808510638289,-0.05953235705938764,2059.1575757575756,8.020000457763672,10.220000267028809,2.1999998092651367,10.2,-0.009708737864077777,10.2,0.95,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.581709910264435,2448.7523490534886,0.01614150403839254,0.2915019607336847,69.78205170924736,6.972581204953087,-6.668657767127991,0.0,-0.0001379759698318314,0.0001366632685765133,0.020137975969831832,0.04595653722835791,0.04595653722835791,0.0,-1.113790509051925,-2.4563526075441433,,,0.003592062939973495,1.0,-0.013821617030124855,-0.024826726079859363,-0.026837929037841546,-0.020048174043891365,0.0033479611385724972,0.006796893190530673,0.010102250995712936,0.0027142214530231357,-0.01240645488658021,0.00926670631423554,17.9799306476312
4,1983-05-20,883.0,13878.0,162.13999938964844,0.0009259453756280678,0.00796464890687143,-0.023862558167525694,8.181200497768115,293.4,0.0006821282401090478,0.03638290356764373,0.05182149232115335,2071.7,0.10196808510638289,-0.05953235705938764,2059.1575757575756,8.180000305175781,10.539999961853027,2.359999656677246,10.2,-0.009708737864077777,10.2,0.9,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.901709605088654,2440.8012038023876,0.020687620341591995,0.33003954450177064,69.76770936440766,6.9866888767951565,-6.676340797675495,0.0,-9.205416981456632e-05,9.074146855924821e-05,0.020092054169814567,0.04595653722835791,0.04595653722835791,0.0,-1.770661636105601,-2.4744132807497663,,,0.043397731593962874,1.0,0.035891470919377166,0.03316836145069546,0.022766226191291983,0.003759596770477769,0.003592062939973495,-0.013821617030124855,-0.024826726079859363,-0.026837929037841546,-0.020048174043891365,0.0033479611385724972,18.161210157300005
5,1983-05-27,887.0,13882.0,165.47999572753906,-0.004392100095301998,0.02719244312255875,0.017197141507624192,8.370328264854704,295.5,0.007157464212679043,0.039395005276116724,0.04963839243599216,2071.7,0.10196808510638289,-0.05953235705938764,2059.1575757575756,8.529999732971191,10.630000114440918,2.1000003814697266,10.2,-0.009708737864077777,10.2,0.74,0.0,9.53,0.12180451127819536,-15.413533834586659,-0.022711181474649306,-0.42307692307692313,-0.06187290969899639,-0.3620655220458495,98.8490863884078,0.012509551324337842,0.7288717071134323,97.98225304037352,6.690499586829246,2434.4402876015065,0.020687620341591995,0.34189724083735246,69.81073646405976,7.052475989792661,-6.682487222113503,0.0,-6.309165338692913e-05,6.177895213161101e-05,0.02006309165338693,0.04595653722835791,0.04595653722835791,-0.43921000953020173,-0.7701093361366687,-2.4727756719407306,,,0.02526921832975182,1.0,0.030385491374230966,0.04625841740310577,0.0517454016358172,0.043397731593962874,0.035891470919377166,0.03316836145069546,0.022766226191291983,0.003759596770477769,0.003592062939973495,-0.013821617030124855,14.107677526355832
6,1983-06-03,893.0,13887.0,164.4199981689453,0.0026832690137237325,0.010102250995712936,0.0033653740219456996,8.310305752524444,295.5,0.007157464212679043,0.039395005276116724,0.04963839243599216,2071.7,0.10196808510638289,-0.05953235705938764,2059.1575757575756,8.550000190734863,10.789999961853027,2.239999771118164,10.1,-0.009803921568627416,10.2,0.78,0.0,10.0,0.36030534351145027,0.18824102647393182,0.04616416771690978,-0.27659574468085113,-0.5159574468085105,-0.3636369928327459,100.272563627315,0.028115745337369047,0.34119255704943097,98.38107669908159,6.850499434241355,2424.898913300185,0.005110144712949349,0.35869566753857507,69.96235552877485,7.238235074525875,-6.22170685877051,0.0,-6.309165338693606e-05,6.177895213161795e-05,0.020063091653386936,0.04595653722835791,0.04595653722835791,0.0,-1.8672929765953517,-2.4727756719407306,-4.500328154378802,,0.028418122841351146,1.0,0.031313418900828616,0.031313418900828616,0.02617156238668583,0.007418131534171035,0.018008285371451604,0.02526921832975182,0.030385491374230966,0.04625841740310577,0.0517454016358172,0.043397731593962874,12.328565521784531
7,1983-06-10,898.0,13892.0,162.67999267578125,0.005252368751833325,-0.024826726079859363,-0.003448473186147605,8.211777694302574,295.5,0.007157464212679043,0.039395005276116724,0.04963839243599216,2097.5,0.10703541457750565,0.049695249899378124,2076.809677419355,8.779999732971191,10.890000343322754,2.1100006103515625,10.1,-0.009803921568627416,10.2,0.69,0.0,10.0,0.36030534351145027,0.18824102647393182,0.04616416771690978,-0.27659574468085113,-0.5159574468085105,-0.3636369928327459,100.272563627315,0.028115745337369047,0.34119255704943097,98.38107669908159,6.9504998157110816,2442.7477680490847,0.017486777802467657,0.38241106020973864,70.15631870883229,7.460648271265079,-6.229389889318018,0.0,-6.309165338692913e-05,6.177895213161101e-05,0.02006309165338693,0.04595653722835791,0.04595653722835791,0.0,-2.105200013441583,-2.917998861443389,-4.097224765965659,,0.03880614662448734,1.0,0.035448693598580494,0.029427985257743483,0.022143989904371386,0.013258776054299037,0.028418122841351146,0.031313418900828616,0.031313418900828616,0.02617156238668583,0.007418131534171035,0.018008285371451604,13.522833345269813
8,1983-06-17,902.0,13896.0,169.13999938964844,0.0120871489437544,0.022766226191291983,0.013893061097457249,8.577576492132899,295.5,0.007157464212679043,0.039395005276116724,0.04963839243599216,2097.5,0.10703541457750565,0.049695249899378124,2076.809677419355,8.649999618530273,10.640000343322754,1.9900007247924805,10.1,-0.009803921568627416,10.2,0.59,0.0,10.0,0.36030534351145027,0.18824102647393182,0.04616416771690978,-0.27659574468085113,-0.5159574468085105,-0.3636369928327459,100.272563627315,0.028115745337369047,0.34119255704943097,98.38107669908159,6.7004998157110816,2436.386851848203,0.022640838003614938,0.38241106020973864,70.2334942423758,7.560583818154001,-6.235536313756025,0.0,6.479504892298316e-06,7.792206147616424e-06,0.019993520495107702,0.039395005276116724,0.039395005276116724,0.0,0.0,-2.8674507041605506,-4.026249014525259,,-0.016933951135351677,0.0,0.002899750686152558,0.003761286033431732,0.017519094122383727,0.03880614662448734,0.035448693598580494,0.029427985257743483,0.022143989904371386,0.013258776054299037,0.028418122841351146,0.031313418900828616,14.110880719019326
9,1983-06-24,907.0,13901.0,170.57000732421875,-0.0024562732057582526,0.04625841740310577,0.03730896197466005,8.658550894563588,297.1,0.005414551607445084,0.034831069313827845,0.04693379443271448,2097.5,0.10703541457750565,0.049695249899378124,2076.809677419355,8.930000305175781,10.899999618530273,1.9699993133544922,10.1,-0.009803921568627416,10.2,0.57,0.0,10.0,0.36030534351145027,0.18824102647393182,0.04616416771690978,-0.27659574468085113,-0.5159574468085105,-0.3636369928327459,100.272563627315,0.028115745337369047,0.34119255704943097,98.38107669908159,7.416892687147489,2428.4357065971026,0.022640838003614938,0.38241106020973864,70.27515537340841,7.630694965868372,-6.243219344303533,0.0,-3.740449474510382e-05,3.6091793489785716e-05,0.020037404494745104,0.039395005276116724,0.039395005276116724,-0.24562732057582362,-0.24562732057582362,-2.83642666103635,-3.9826874903901937,,-0.012281455266691443,0.0,-0.008620191351820128,0.0015973790489118844,-0.02548334082754944,-0.030684654488203567,-0.016933951135351677,0.002899750686152558,0.003761286033431732,0.017519094122383727,0.03880614662448734,0.035448693598580494,16.133315716343443
10,1983-07-01,913.0,13907.0,168.63999938964844,0.005965163467196666,0.031313418900828616,-0.01694716126391771,8.54926392110684,297.1,0.005414551607445084,0.034831069313827845,0.04693379443271448,2097.5,0.10703541457750565,0.049695249899378124,2076.809677419355,8.729999542236328,10.930000305175781,2.200000762939453,10.1,-0.009803921568627416,10.2,0.76,0.0,10.01,0.38222222222222224,0.06082862523540533,0.08762720349187215,-0.08571428571428563,-0.6901098901098905,-0.32740085454181306,100.764206234292,0.03240115734650795,0.15242035940064858,98.64461095914616,7.446893373792997,2418.894332295781,0.010118765161291954,0.38241106020973864,70.32364615213955,7.713325764617629,-6.242438980960541,0.0,-3.740449474510382e-05,3.6091793489785716e-05,0.020037404494745104,0.039395005276116724,0.039395005276116724,0.0,-2.8668666462226158,-3.1054521590708406,-3.9826874903901937,,-0.03340495182476999,0.0,-0.024483928504551944,-0.003862864666471122,-0.00516449211268466,0.0007041553583051474,-0.006097253328628982,-0.012281455266691443,-0.008620191351820128,0.0015973790489118844,-0.02548334082754944,-0.030684654488203567,14.926447073052792
11,1983-07-08,918.0,13911.0,167.0800018310547,-0.0028646200437619784,0.029427985257743483,-0.005342568677455306,8.460928837750522,297.1,0.005414551607445084,0.034831069313827845,0.04693379443271448,2097.5,0.10703541457750565,0.049695249899378124,2076.809677419355,9.119999885559082,11.329999923706055,2.2100000381469727,10.0,-0.00990099009900991,10.05,0.64,0.0,10.01,0.38222222222222224,0.06082862523540533,0.08762720349187215,-0.08571428571428563,-0.6901098901098905,-0.32740085454181306,100.764206234292,0.03240115734650795,0.15242035940064858,98.64461095914616,7.84689299232327,2410.9431870446797,0.010118765161291954,0.38241106020973864,70.42609145381377,7.844221082973611,-6.250122011508049,0.0,-3.7404494745089945e-05,3.609179348977184e-05,0.02003740449474509,0.039395005276116724,0.039395005276116724,-0.28646200437620184,-1.2096734425498537,-3.1054521590708406,-3.9826874903901937,,-0.0472827930853249,0.0,-0.034733779841423784,-0.04243823645417888,-0.018967608321370455,-0.03931454522538114,-0.03340495182476999,-0.024483928504551944,-0.003862864666471122,-0.00516449211268466,0.0007041553583051474,-0.006097253328628982,14.792241163145233
12,1983-07-15,923.0,13916.0,164.2899932861328,-0.010360829333274313,0.002899750686152558,-0.0035414860448028662,8.302944207567718,297.1,0.005414551607445084,0.034831069313827845,0.04693379443271448,2115.2,0.10940941990978703,0.022179624768607242,2090.0709677419354,9.140000343322754,11.510000228881836,2.369999885559082,10.0,-0.00990099009900991,10.05,0.69,0.0,10.01,0.38222222222222224,0.06082862523540533,0.08762720349187215,-0.08571428571428563,-0.6901098901098905,-0.32740085454181306,100.764206234292,0.03240115734650795,0.15242035940064858,98.64461095914616,8.02689329749905,2420.6920417935785,0.01852197647729792,0.38241106020973864,70.66034960088544,8.106929246727049,-6.257805042055557,0.0,-3.740449474510382e-05,3.6091793489785716e-05,0.020037404494745104,0.039395005276116724,0.039395005276116724,-1.0360829333274262,-2.2723260426801337,-3.9183648118539347,-3.947599147992223,,-0.0035911885203077087,0.0,-0.023191319632072105,-0.023691606845595126,-0.024104425316186617,-0.047468893573055615,-0.0472827930853249,-0.034733779841423784,-0.04243823645417888,-0.018967608321370455,-0.03931454522538114,-0.03340495182476999,15.568494053325807
